site,url,domain_of_jobs,jobs,position,experience,location,salary,qualification_1,qualification_2,qualification_3
karir.com,/opportunities/1226418,Teknisi,Service Technician - Jember,Pemula / Staf,Setidaknya 0 tahun,Jember,Gaji Kompetitif,"
,
",Semuanya,Apa Saja
karir.com,/opportunities/1074415,Sumber Daya Manusia,HRD & GA STAFF,Pemula / Staf,Setidaknya 3 tahun,Bogor,Gaji Kompetitif,"
,
","Administrasi Bisnis (Manajemen), Hukum",Sarjana/S1
karir.com,/opportunities/1226421,Pemasaran (Non-Teknis) and others,SALES UPGRADE,Staf Senior,Setidaknya 2 tahun,DKI-Jakarta,IDR 5.000.000 - 7.000.000,"

,

,

,

,

,
,

,
",Semuanya,SLTA
karir.com,/opportunities/1226423,Penjualan (Non-Teknis),Marketing ,"Pemula / Staf, Staf Senior",Setidaknya 2 tahun,Yogyakarta,IDR 2.500.000 - 3.500.000,"
,
",Semuanya,Diploma
karir.com,/opportunities/1226424,Penjualan dan Pemasaran,Medical Representative (Jakarta Barat),Pemula / Staf,Setidaknya 0 tahun,Jakarta Barat,Gaji Kompetitif,,Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1226393,Procurement,Personalia Staff,Pemula / Staf,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Hukum,Sarjana/S1
karir.com,/opportunities/1226396,Operator,Operator,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1226394,"Akuntansi, Keuangan and others",Payroll Staff,Pemula / Staf,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Semuanya,Sarjana/S1
karir.com,/opportunities/1226397,Tidak disebutkan,Packer,Pemula / Staf,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1226398,Management Trainee,Management Trainee For Director,Pemula / Staf,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Semuanya,Sarjana/S1
karir.com,/opportunities/1226399,Penjualan dan Pemasaran,SALES REPRESENTATIVE,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1226401,Penjualan dan Pemasaran,Sales Promotion Girl,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1226402,"TI, Network Engineer",Junior IT Support,Pemula / Staf,Setidaknya 0 tahun,Jakarta Selatan,Gaji Kompetitif,"

,

,
,

,
","Teknik Komputer, Teknik Informatika","SLTA, Diploma"
karir.com,/opportunities/1226405,Administrasi,Kurir,Pemula / Staf,Setidaknya 0 tahun,Batam,IDR 3.000.000 - 4.000.000,"

,

,

,

,

,
,
",Administrasi Bisnis (Keuangan),SLTA
karir.com,/opportunities/1226406,Kolektor,Collection Officer,Pemula / Staf,Setidaknya 2 tahun,Riau,IDR 2.760.000 - 3.000.000,"
,
",Lainnya,Diploma
karir.com,/opportunities/1226410,Penjualan dan Pemasaran,Sales Agent Area Bekasi,Pemula / Staf,Setidaknya 0 tahun,Bekasi,Gaji Kompetitif,"
,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1226411,Penjualan dan Pemasaran,Sales Agent Area Cirebon,Pemula / Staf,Setidaknya 0 tahun,Cirebon,Gaji Kompetitif,"
,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1223345,Penjualan dan Pemasaran,SALES SPG/SPB TOKO KOMPUTER DI BANDUNG ELECTRONIC CENTER,Pemula / Staf,Setidaknya 0 tahun,Bandung,IDR 2.900.000 - 3.100.000,"

,

,

,

,

,

,

,
,
",Semuanya,"Apa Saja, SLTA"
karir.com,/opportunities/1223064,Penjualan dan Pemasaran,SALES SPG/SPB TOKO KOMPUTER DI ITC BSD,Pemula / Staf,Setidaknya 1 tahun,Tangerang,Gaji Kompetitif,"

,

,

,

,

,

,

,
,
",Semuanya,Apa Saja
karir.com,/opportunities/1226392,Telemarketing,Telesales,Pemula / Staf,Setidaknya 0 tahun,DKI-Jakarta,IDR 3.000.000 - 5.000.000,"
,
",Semuanya,Sarjana/S1
karir.com,/opportunities/1217461,"Teknik, Perangkat Lunak",FUNCTIONAL AX,Staf Senior,Setidaknya 1 tahun,DKI-Jakarta,Gaji Kompetitif,"

,

,
,
","Ilmu Komputer, Teknik Komputer, Teknik Informatika, Manajemen Informatika",Sarjana/S1
karir.com,/opportunities/1217332,"Teknik, Perangkat Lunak",Java Developer,Staf Senior,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
","Ilmu Komputer, Teknik Komputer, Teknik Informatika, Manajemen Informatika",Sarjana/S1
karir.com,/opportunities/1217389,"Teknik, Perangkat Lunak",.Net Developer,Staf Senior,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
","Ilmu Komputer, Teknik Komputer, Teknik Informatika, Manajemen Informatika",Sarjana/S1
karir.com,/opportunities/1217305,"Teknik, Elektro ",SAP Consultant,Staf Senior,Setidaknya 0 tahun,Apa saja,Gaji Kompetitif,"
,
","Ilmu Komputer, Teknik Komputer, Teknik Informatika, Manajemen Informatika",Sarjana/S1
karir.com,/opportunities/1217309,Pengembangan Bisnis,IT Business Development,Staf Senior,Setidaknya 0 tahun,Apa saja,Gaji Kompetitif,"
,
","Ilmu Komputer, Teknik Komputer, Teknik Informatika, Manajemen Informatika",Sarjana/S1
karir.com,/opportunities/1217464,"TI, Systems Analyst",BUSINESS PROCESS ANALYST,Staf Senior,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
","Ilmu Komputer, Teknik Komputer, Teknik Informatika, Manajemen Informatika",Sarjana/S1
karir.com,/opportunities/1226384,Penjualan dan Pemasaran,Sales Promotion Officer,Pemula / Staf,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1226385,"Akuntansi, Keuangan and others",Finance & Accounting Staff,Pemula / Staf,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Akuntansi,Sarjana/S1
karir.com,/opportunities/1226386,Administrasi,Admin Operational,Pemula / Staf,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1226387,Manajemen Operasional,Store Supervisor,Supervisor,Setidaknya 2 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1226388,Manajemen Operasional,Store Manager,"Manajer - Departemen, Manajer - Cabang/Regional",Setidaknya 2 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Semuanya,Sarjana/S1
karir.com,/opportunities/1226389,Apoteker / Farmasi,Asisten Apoteker,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Farmasi,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1226390,Apoteker / Farmasi,Apoteker,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Farmasi,"Diploma, Sarjana/S1"
karir.com,/opportunities/1226391,Hukum / Korporasi,Legal Staff,Pemula / Staf,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Hukum,Sarjana/S1
karir.com,/opportunities/1217481,"TI, Programmer",BI Developer,Staf Senior,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
","Ilmu Komputer, Teknik Komputer, Teknik Informatika, Manajemen Informatika",Sarjana/S1
karir.com,/opportunities/1226380,Pemasaran (Teknis) and others,Account Officer,Pemula / Staf,Setidaknya 1 tahun,Riau Kepulauan,IDR 3.800.000 - 4.000.000,"

,
,

,

,

,
",Semuanya,Diploma
karir.com,/opportunities/1226381,Pemasaran (Teknis) and others,Account Officer,Pemula / Staf,Setidaknya 1 tahun,Riau,IDR 3.000.000 - 4.500.000,"

,
,

,

,

,
",Semuanya,Diploma
karir.com,/opportunities/1222735,Pengembangan Produk and others,Functional Analyst,Pemula / Staf,Setidaknya 1 tahun,Jakarta Utara,IDR 4.000.000 - 8.000.000,"

,

,
,

,

,

,

,

,

,

,

,
","Administrasi Bisnis (Manajemen), Manajemen Informatika",Sarjana/S1
karir.com,/opportunities/1217388,Manajemen Proyek,Project Manager,Asisten Manajer,Setidaknya 1 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
","Ilmu Komputer, Teknik Komputer, Teknik Industri, Teknik Informatika, Manajemen Informatika, Manajemen",Sarjana/S1
karir.com,/opportunities/1011180,"TI, Network Engineer",Network Engineer,Pemula / Staf,Setidaknya 0 tahun,Jakarta Pusat,Gaji Kompetitif,"
,
","Ilmu Komputer, Teknik Elektro, Teknik Informatika, Teknik Telekomunikasi",Sarjana/S1
karir.com,/opportunities/1220140,"TI, Network Engineer",Infrastructure Support,Staf Senior,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
","Ilmu Komputer, Teknik Komputer, Teknik Informatika",Sarjana/S1
karir.com,/opportunities/1220055,"Akuntansi, Keuangan",Tax Analyst,Staf Senior,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Akuntansi,Sarjana/S1
karir.com,/opportunities/1220131,"TI, Programmer",SAP ABAP Consultant,Supervisor,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"

,

,

,

,
,

,

,
","Ilmu Komputer, Teknik Komputer, Teknik Informatika",Sarjana/S1
karir.com,/opportunities/1217393,"TI, Network Engineer",IT SECURITY ARCHITECT,Staf Senior,Setidaknya 3 tahun,DKI-Jakarta,Gaji Kompetitif,"

,

,

,

,
,
","Ilmu Komputer, Teknik Komputer, Teknik Informatika, Manajemen Informatika",Sarjana/S1
karir.com,/opportunities/1217509,"TI, Programmer",FRONT END DEVELOPER,Staf Senior,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
","Ilmu Komputer, Teknik Komputer, Teknik Informatika, Manajemen Informatika",Sarjana/S1
karir.com,/opportunities/1217471,"Teknik, Komputer",TESTER ENGINEER,Staf Senior,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
","Ilmu Komputer, Teknik Komputer, Teknik Informatika, Manajemen Informatika",Sarjana/S1
karir.com,/opportunities/1217549,Konsultan,IT Business Consultant,Staf Senior,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"

,

,

,

,

,
,

,

,
","Ilmu Komputer, Teknik Komputer, Teknik Informatika, Manajemen Informatika",Sarjana/S1
karir.com,/opportunities/1217547,"TI, Network Engineer",IT BUSINESS DEVELOPMENT INFRA (IT BD INFRASTRUCTURE),Staf Senior,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
","Ilmu Komputer, Teknik Komputer, Teknik Informatika, Manajemen Informatika",Sarjana/S1
karir.com,/opportunities/1217529,"TI, Programmer",PHP PROGRAMMER,Staf Senior,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
","Ilmu Komputer, Teknik Komputer, Teknik Informatika, Manajemen Informatika",Sarjana/S1
karir.com,/opportunities/1085562,Pemasaran (Non-Teknis),Business Development (Sales),"Pemula / Staf, Staf Senior",Setidaknya 1 tahun,Jakarta Selatan,Gaji Kompetitif,"
,

,
","Administrasi Bisnis (Manajemen), Ilmu Komputer, Teknik Komputer, Teknik Informatika, Manajemen Informatika, Manajemen",Sarjana/S1
karir.com,/opportunities/1225258,Periklanan / Promosi,Content Media Specialist,Supervisor,Setidaknya 3 tahun,DKI-Jakarta,IDR 5.000.000 - 8.000.000,"
,
",Semuanya,Diploma
karir.com,/opportunities/1225847,"Akuntansi, Keuangan",FInance Accounting Staff,Pemula / Staf,Setidaknya 1 tahun,DKI-Jakarta,IDR 4.000.000 - 6.000.000,"
,
","Administrasi Bisnis (Keuangan), Akuntansi","Diploma, Sarjana/S1"
karir.com,/opportunities/1225848,"Akuntansi, Keuangan",Accounting Supervisor,"Staf Senior, Supervisor",Setidaknya 2 tahun,DKI-Jakarta,IDR 6.000.000 - 8.000.000,"
,
","Administrasi Bisnis (Keuangan), Akuntansi",Sarjana/S1
karir.com,/opportunities/1225877,Sumber Daya Manusia,HR Supervisor,Supervisor,Setidaknya 3 tahun,DKI-Jakarta,IDR 6.000.000 - 7.800.000,"
,
",Psikologi,Sarjana/S1
karir.com,/opportunities/1215887,Pemasaran (Teknis) and others,Marketing Manager (Office Leasing),"Manajer - Departemen, Manajer - Cabang/Regional, Manajer Senior",Setidaknya 3 tahun,DKI-Jakarta,Gaji Kompetitif,"

,
,

,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1226352,Penjualan (Non-Teknis) and others,Corporate Sales ,"Supervisor, Asisten Manajer",Setidaknya 3 tahun,DKI-Jakarta,IDR 10.000.000 - 15.000.000,"
,
",Semuanya,Sarjana/S1
karir.com,/opportunities/1221936,Penjualan dan Pemasaran,Sales Corporate,"Pemula / Staf, Staf Senior",Setidaknya 1 tahun,Medan,IDR 2.000.000 - 3.000.000,"
,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1221937,Penjualan dan Pemasaran,Sales Goverment,"Pemula / Staf, Staf Senior",Setidaknya 1 tahun,Medan,IDR 2.000.000 - 3.000.000,"
,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1226354,"Pelatih, Pendidik and others",Instruktur Guru Tutor IPA IPS Bahasa Komputer,"Pemula / Staf, Staf Senior, Supervisor",Setidaknya 0 tahun,Jakarta Selatan,Gaji Kompetitif,"

,

,
,
","Ilmu Agama, Ilmu Biologi, Ilmu Fisika, Ilmu Kimia, Ilmu Komputer, Ilmu Komunikasi, Matematika dan Statistika, Psikologi, Sastra, Teknik Komputer, Teknik Informatika, Bahasa Inggris, Bahasa Perancis, Bahasa Jerman, Bahasa Cina, Bahasa Jepang, Bahasa Lainnya, Ilmu Perpustakaan, Pendidikan, Bahasa Indonesia, Manajemen Informatika, Bimbingan dan Konseling, Desain Komunikasi Visual, Manajemen, Pendidikan Guru, Pendidikan Sejarah, Sastra Belanda, Sastra Korea, Sastra Rusia","Diploma, Sarjana/S1"
karir.com,/opportunities/1226356,Telemarketing,TELESALES ECOMMERCE ,Pemula / Staf,Setidaknya 0 tahun,DKI-Jakarta,IDR 2.000.000 - 4.000.000,"

,

,

,

,
,

,

,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1226357,Sumber Daya Manusia,Asisten HR Program MT ,Pemula / Staf,Setidaknya 0 tahun,DKI-Jakarta,IDR 3.000.000 - 4.000.000,"

,

,

,

,

,

,

,
,

,

,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1226358,Telemarketing,SALES CANVASING PROVIDER ,Pemula / Staf,Setidaknya 0 tahun,DKI-Jakarta,IDR 2.000.000 - 3.000.000,"

,

,

,

,

,

,

,

,

,

,
,

,

,
",Semuanya,"SLTA, Diploma"
karir.com,/opportunities/1226364,Bagian Umum and others,LANGSUNG INTERVIEW - ADMIN DOKUMEN,Pemula / Staf,Setidaknya 0 tahun,Jakarta Barat,IDR 2.500.000 - 5.000.000,"
","Administrasi Bisnis (Keuangan), Teknik Lainnya, Lainnya",Apa Saja
karir.com,/opportunities/1217253,"TI, Programmer",Front End Developer,Pemula / Staf,Setidaknya 0 tahun,Jakarta Selatan,Gaji Kompetitif,"

,

,

,
,
","Ilmu Komputer, Teknik Informatika",Diploma
karir.com,/opportunities/1225254,Kreatif / Desain and others,Graphic Designer,Pemula / Staf,Setidaknya 1 tahun,DKI-Jakarta,IDR 4.000.000 - 7.000.000,"
,
","Desain Komunikasi Visual, Desain Produk, Desain Interior","Diploma, Sarjana/S1"
karir.com,/opportunities/1222830,Audit Intern / Pengawasan,INTERNAL AUDIT  STAFF,Pemula / Staf,Setidaknya 1 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Akuntansi,Sarjana/S1
karir.com,/opportunities/1222831,Audit Intern / Pengawasan,AUDIT MANAGER,"Manajer - Departemen, Manajer - Cabang/Regional, Manajer Senior",Setidaknya 2 tahun,DKI-Jakarta,Gaji Kompetitif,"
,

,

,

,
",Akuntansi,Sarjana/S1
karir.com,/opportunities/1222832,Operasi Ritel,Sales Executive,Pemula / Staf,Setidaknya 2 tahun,Jakarta Utara,Gaji Kompetitif,"

,
,

,
",Semuanya,Sarjana/S1
karir.com,/opportunities/1222833,Penjualan (Teknis) and others,Sales Manager,Manajer - Departemen,Setidaknya 3 tahun,Jakarta Utara,IDR 8.000.000 - 10.000.000,"

,
,

,
","Administrasi Bisnis (Keuangan), Administrasi Bisnis (Manajemen), Semuanya",Sarjana/S1
karir.com,/opportunities/1222834,Kreatif / Desain and others,Graphic Designer,Supervisor,Setidaknya 2 tahun,Jakarta Utara,IDR 4.000.000 - 55.000.000,"

,
,

,
","Desain Komunikasi Visual, Desain Produk, Seni dan Desain",Sarjana/S1
karir.com,/opportunities/1222835,"Akuntansi, Keuangan",Accounting Manager,"Supervisor, Manajer - Departemen",Setidaknya 3 tahun,Jakarta Utara,IDR 10.000.000 - 15.000.000,"

,
,

,
",Akuntansi,Master/S2
karir.com,/opportunities/1222917,Sekretaris,Secretary,Asisten Manajer,Setidaknya 2 tahun,DKI-Jakarta,IDR 8.000.000 - 12.000.000,"

,
,

,
","Sekretaris, Semuanya",Sarjana/S1
karir.com,/opportunities/1222919,Komunikasi and others,Marketing Communication Manager,Manajer - Departemen,Setidaknya 2 tahun,DKI-Jakarta,IDR 10.000.000 - 15.000.000,"

,
,

,
","Administrasi Bisnis (Manajemen), Seni dan Desain, Desain Komunikasi Visual",Sarjana/S1
karir.com,/opportunities/1223139,Layanan Pelanggan,Customer Service Manager,Manajer - Departemen,Setidaknya 2 tahun,DKI-Jakarta,IDR 10.000.000 - 15.000.000,"

,
,

,
",Semuanya,Sarjana/S1
karir.com,/opportunities/1223141,Layanan Pelanggan,Customer Servicec Staff,"Pemula / Staf, Staf Senior",Setidaknya 2 tahun,DKI-Jakarta,IDR 4.000.000 - 7.000.000,"

,
,

,
",Semuanya,"SLTA, Sarjana/S1"
karir.com,/opportunities/1223142,Layanan Pelanggan,Customer Servicec Staff,"Pemula / Staf, Staf Senior",Setidaknya 2 tahun,DKI-Jakarta,IDR 4.000.000 - 7.000.000,"

,
,

,
",Semuanya,"SLTA, Sarjana/S1"
karir.com,/opportunities/1223647,"Akuntansi, Keuangan",Accounting Manager,Manajer - Departemen,Setidaknya 3 tahun,DKI-Jakarta,IDR 10.000.000 - 15.000.000,"
,

,
","Akuntansi, Ekonomi",Master/S2
karir.com,/opportunities/1223781,Operasi Ritel,Exhibition Manager,Manajer - Departemen,Setidaknya 2 tahun,DKI-Jakarta,IDR 10.000.000 - 20.000.000,"
,
",Ekonomi,Sarjana/S1
karir.com,/opportunities/1225250,Periklanan / Promosi,Marketing Communication Supervisor,Supervisor,Setidaknya 2 tahun,DKI-Jakarta,IDR 4.000.000 - 7.000.000,"
,

,

,
",Lainnya,Diploma
karir.com,/opportunities/1222829,"TI, Administrator and others",E-Commerce Supervisor,Supervisor,Setidaknya 3 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Semuanya,Sarjana/S1
karir.com,/opportunities/1222679,"Teknik, Mesin",Production/Process  Engineer ,"Pemula / Staf, Staf Senior",Setidaknya 2 tahun,Batam,Gaji Kompetitif,"
,
",Teknik Mesin,"Diploma, Sarjana/S1"
karir.com,/opportunities/1222680,Teknisi,Technical Training Specialist ,"Pemula / Staf, Staf Senior, Supervisor",Setidaknya 1 tahun,Batam,Gaji Kompetitif,"
,

,

,
",Teknik Mesin,"Diploma, Sarjana/S1"
karir.com,/opportunities/1226349,"Akuntansi, Keuangan",Accounting Finance Supervisor,"Asisten Manajer, Manajer - Departemen",Setidaknya 3 tahun,Jawa Timur,IDR 5.000.000 - 10.000.000,"
,
","Akuntansi, Ekonomi",Sarjana/S1
karir.com,/opportunities/1215885,Pemasaran (Teknis) and others,Marketing Executive (Surabaya),"Pemula / Staf, Staf Senior",Setidaknya 1 tahun,Surabaya,Gaji Kompetitif,"

,

,
,

,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1221571,General Management,Corporate Secretary,Supervisor,Setidaknya 2 tahun,Surabaya,IDR 4.000.000 - 4.500.000,"

,

,
,

,

,

,

,

,

,
",Semuanya,Diploma
karir.com,/opportunities/1221597,Supir,DRIVER,Pemula / Staf,Setidaknya 2 tahun,Jakarta Pusat,IDR 2.000.000 - 35.000.000,"

,

,

,

,

,
,
",Semuanya,SLTA
karir.com,/opportunities/1222593,"TI, Programmer",Web Programmer,Tidak Disebutkan,Setidaknya 2 tahun,Jakarta Pusat,IDR 3.500.000 - 4.500.000,"
,

,

,
",Teknik Komputer,Sarjana/S1
karir.com,/opportunities/1223323,Manajemen Operasional,Manager Operational,Manajer - Departemen,Setidaknya 3 tahun,Surabaya,IDR 5.000.000 - 6.000.000,"

,

,
,

,

,

,
","Akuntansi, Teknik Sipil, Semuanya",Sarjana/S1
karir.com,/opportunities/1223324,Manajemen Operasional,Manager Operational,Manajer - Departemen,Setidaknya 3 tahun,Surabaya,IDR 5.000.000 - 6.000.000,"

,

,
,

,

,

,
","Akuntansi, Teknik Sipil, Semuanya",Sarjana/S1
karir.com,/opportunities/1223325,Manajemen Operasional,Manager Operational,Manajer - Departemen,Setidaknya 3 tahun,Surabaya,IDR 5.000.000 - 6.000.000,"

,

,
,

,

,

,
","Akuntansi, Teknik Sipil, Semuanya",Sarjana/S1
karir.com,/opportunities/1223326,Manajemen Operasional,Manager Operational,Manajer - Departemen,Setidaknya 3 tahun,Surabaya,IDR 5.000.000 - 6.000.000,"

,

,
,

,

,

,
","Akuntansi, Teknik Sipil, Semuanya",Sarjana/S1
karir.com,/opportunities/1223327,Manajemen Operasional,Manager Operational,Manajer - Departemen,Setidaknya 3 tahun,Surabaya,IDR 5.000.000 - 6.000.000,"

,

,
,

,

,

,
","Akuntansi, Teknik Sipil, Semuanya",Sarjana/S1
karir.com,/opportunities/1223619,"Akuntansi, Keuangan",FINANCE & ACCOUNTING STAFF,Pemula / Staf,Setidaknya 2 tahun,Jawa Timur,IDR 3.000.000 - 4.000.000,"

,

,

,

,
,
",Akuntansi,Sarjana/S1
karir.com,/opportunities/1223745,Penjualan dan Pemasaran,Marketing Manager,Manajer - Departemen,Setidaknya 2 tahun,Jawa Timur,IDR 4.000.000 - 4.500.000,"
,

,

,

,
",Semuanya,Sarjana/S1
karir.com,/opportunities/1222677,Teknisi,SQM  Engineer ,"Pemula / Staf, Staf Senior, Supervisor",Setidaknya 3 tahun,Batam,Gaji Kompetitif,"
,
","Teknik Elektro, Teknik Mesin, Elektronika","Diploma, Sarjana/S1"
